fecha,año,mes,dia,dia_semana,mes_hoja_original,codigo_grupo,nombre_grupo,codigo_linea,nombre_linea,codigo_producto,referencia_producto,descripcion_producto,unidad_medida,cantidad_vendida_diaria,valor_total_diario,peso_aplicado,evento_especial
2025-04-24,2025,4,24,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA BLANCA,UND,0,921.71,1.17,
2025-04-25,2025,4,25,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA BLANCA,UND,0,1134.41,1.44,
2025-04-26,2025,4,26,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA BLANCA,UND,0,1063.51,1.35,
2025-04-27,2025,4,27,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA BLANCA,UND,0,567.2,0.72,
2025-04-28,2025,4,28,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA BLANCA,UND,0,496.3,0.63,
2025-04-29,2025,4,29,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA BLANCA,UND,0,496.3,0.63,
2025-04-30,2025,4,30,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA BLANCA,UND,0,850.81,1.08,
2025-04-01,2025,4,1,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,4852.74,0.77,
2025-04-02,2025,4,2,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,8318.98,1.32,
2025-04-03,2025,4,3,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,1,9012.23,1.43,
2025-04-04,2025,4,4,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,1,11091.98,1.76,
2025-04-05,2025,4,5,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,1,10398.73,1.65,
2025-04-06,2025,4,6,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,5545.99,0.88,
2025-04-07,2025,4,7,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,4852.74,0.77,
2025-04-08,2025,4,8,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,3970.42,0.63,
2025-04-09,2025,4,9,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,6806.44,1.08,
2025-04-10,2025,4,10,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,7373.64,1.17,
2025-04-11,2025,4,11,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,1,9075.25,1.44,
2025-04-12,2025,4,12,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,8508.05,1.35,
2025-04-13,2025,4,13,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,4537.63,0.72,
2025-04-14,2025,4,14,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,3970.42,0.63,
2025-04-15,2025,4,15,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,4852.74,0.77,
2025-04-16,2025,4,16,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,8318.98,1.32,
2025-04-17,2025,4,17,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,1,9012.23,1.43,
2025-04-18,2025,4,18,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,1,11091.98,1.76,
2025-04-19,2025,4,19,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,1,10398.73,1.65,
2025-04-20,2025,4,20,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,5545.99,0.88,
2025-04-21,2025,4,21,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,4852.74,0.77,
2025-04-22,2025,4,22,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,3970.42,0.63,
2025-04-23,2025,4,23,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,6806.44,1.08,
2025-04-24,2025,4,24,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,7373.64,1.17,
2025-04-25,2025,4,25,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,1,9075.25,1.44,
2025-04-26,2025,4,26,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,8508.05,1.35,
2025-04-27,2025,4,27,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,4537.63,0.72,
2025-04-28,2025,4,28,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,3970.42,0.63,
2025-04-29,2025,4,29,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,3970.42,0.63,
2025-04-30,2025,4,30,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA ROSE,UND,0,6806.44,1.08,
2025-04-01,2025,4,1,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,9098.89,0.77,
2025-04-02,2025,4,2,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,15598.09,1.32,
2025-04-03,2025,4,3,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,16897.93,1.43,
2025-04-04,2025,4,4,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,20797.46,1.76,
2025-04-05,2025,4,5,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,19497.62,1.65,
2025-04-06,2025,4,6,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,10398.73,0.88,
2025-04-07,2025,4,7,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,9098.89,0.77,
2025-04-08,2025,4,8,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,7444.54,0.63,
2025-04-09,2025,4,9,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,12762.08,1.08,
2025-04-10,2025,4,10,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,13825.58,1.17,
2025-04-11,2025,4,11,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,17016.1,1.44,
2025-04-12,2025,4,12,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,15952.59,1.35,
2025-04-13,2025,4,13,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,8508.05,0.72,
2025-04-14,2025,4,14,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,7444.54,0.63,
2025-04-15,2025,4,15,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,9098.89,0.77,
2025-04-16,2025,4,16,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,15598.09,1.32,
2025-04-17,2025,4,17,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,16897.93,1.43,
2025-04-18,2025,4,18,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,20797.46,1.76,
2025-04-19,2025,4,19,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,19497.62,1.65,
2025-04-20,2025,4,20,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,10398.73,0.88,
2025-04-21,2025,4,21,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,9098.89,0.77,
2025-04-22,2025,4,22,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,7444.54,0.63,
2025-04-23,2025,4,23,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,12762.08,1.08,
2025-04-24,2025,4,24,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,13825.58,1.17,
2025-04-25,2025,4,25,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,17016.1,1.44,
2025-04-26,2025,4,26,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,15952.59,1.35,
2025-04-27,2025,4,27,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,8508.05,0.72,
2025-04-28,2025,4,28,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,7444.54,0.63,
2025-04-29,2025,4,29,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,0,7444.54,0.63,
2025-04-30,2025,4,30,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE SANGRIA TINTA,UND,1,12762.08,1.08,
2025-04-01,2025,4,1,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,7218.44,0.77,
2025-04-02,2025,4,2,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,12374.47,1.32,
2025-04-03,2025,4,3,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,13405.68,1.43,
2025-04-04,2025,4,4,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,16499.29,1.76,
2025-04-05,2025,4,5,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,15468.09,1.65,
2025-04-06,2025,4,6,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,8249.65,0.88,
2025-04-07,2025,4,7,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,7218.44,0.77,
2025-04-08,2025,4,8,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,5906.0,0.63,
2025-04-09,2025,4,9,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,10124.57,1.08,
2025-04-10,2025,4,10,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,10968.28,1.17,
2025-04-11,2025,4,11,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,13499.42,1.44,
2025-04-12,2025,4,12,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,12655.71,1.35,
2025-04-13,2025,4,13,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,6749.71,0.72,
2025-04-14,2025,4,14,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,5906.0,0.63,
2025-04-15,2025,4,15,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,7218.44,0.77,
2025-04-16,2025,4,16,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,12374.47,1.32,
2025-04-17,2025,4,17,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,13405.68,1.43,
2025-04-18,2025,4,18,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,16499.29,1.76,
2025-04-19,2025,4,19,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,15468.09,1.65,
2025-04-20,2025,4,20,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,8249.65,0.88,
2025-04-21,2025,4,21,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,7218.44,0.77,
2025-04-22,2025,4,22,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,5906.0,0.63,
2025-04-23,2025,4,23,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,10124.57,1.08,
2025-04-24,2025,4,24,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,10968.28,1.17,
2025-04-25,2025,4,25,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,13499.42,1.44,
2025-04-26,2025,4,26,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,1,12655.71,1.35,
2025-04-27,2025,4,27,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,6749.71,0.72,
2025-04-28,2025,4,28,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,5906.0,0.63,
2025-04-29,2025,4,29,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,5906.0,0.63,
2025-04-30,2025,4,30,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.B DE LA CASA,UND,0,10124.57,1.08,
2025-04-01,2025,4,1,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,15771.4,0.77,
2025-04-02,2025,4,2,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,27036.69,1.32,
2025-04-03,2025,4,3,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,29289.75,1.43,
2025-04-04,2025,4,4,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,36048.92,1.76,
2025-04-05,2025,4,5,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,33795.87,1.65,
2025-04-06,2025,4,6,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,18024.46,0.88,
2025-04-07,2025,4,7,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,15771.4,0.77,
2025-04-08,2025,4,8,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,0,12903.88,0.63,
2025-04-09,2025,4,9,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,22120.93,1.08,
2025-04-10,2025,4,10,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,23964.34,1.17,
2025-04-11,2025,4,11,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,29494.57,1.44,
2025-04-12,2025,4,12,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,27651.16,1.35,
2025-04-13,2025,4,13,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,14747.29,0.72,
2025-04-14,2025,4,14,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,0,12903.88,0.63,
2025-04-15,2025,4,15,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,15771.4,0.77,
2025-04-16,2025,4,16,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,27036.69,1.32,
2025-04-17,2025,4,17,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,29289.75,1.43,
2025-04-18,2025,4,18,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,36048.92,1.76,
2025-04-19,2025,4,19,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,33795.87,1.65,
2025-04-20,2025,4,20,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,18024.46,0.88,
2025-04-21,2025,4,21,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,15771.4,0.77,
2025-04-22,2025,4,22,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,0,12903.88,0.63,
2025-04-23,2025,4,23,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,22120.93,1.08,
2025-04-24,2025,4,24,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,23964.34,1.17,
2025-04-25,2025,4,25,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,29494.57,1.44,
2025-04-26,2025,4,26,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,27651.16,1.35,
2025-04-27,2025,4,27,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,14747.29,0.72,
2025-04-28,2025,4,28,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,0,12903.88,0.63,
2025-04-29,2025,4,29,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,12903.88,0.63,
2025-04-30,2025,4,30,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,COPA DE V.T DE LA CASA,UND,1,22120.93,1.08,
2025-04-01,2025,4,1,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,649.92,0.77,
2025-04-02,2025,4,2,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,1114.15,1.32,
2025-04-03,2025,4,3,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,1207.0,1.43,
2025-04-04,2025,4,4,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,1485.53,1.76,
2025-04-05,2025,4,5,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,1392.69,1.65,
2025-04-06,2025,4,6,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,742.77,0.88,
2025-04-07,2025,4,7,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,649.92,0.77,
2025-04-08,2025,4,8,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,531.75,0.63,
2025-04-09,2025,4,9,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,911.58,1.08,
2025-04-10,2025,4,10,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,987.54,1.17,
2025-04-11,2025,4,11,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,1215.44,1.44,
2025-04-12,2025,4,12,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,1139.47,1.35,
2025-04-13,2025,4,13,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,607.72,0.72,
2025-04-14,2025,4,14,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,531.75,0.63,
2025-04-15,2025,4,15,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,649.92,0.77,
2025-04-16,2025,4,16,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,1114.15,1.32,
2025-04-17,2025,4,17,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,1207.0,1.43,
2025-04-18,2025,4,18,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,1,1485.53,1.76,
2025-04-19,2025,4,19,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,1392.69,1.65,
2025-04-20,2025,4,20,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,742.77,0.88,
2025-04-21,2025,4,21,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,649.92,0.77,
2025-04-22,2025,4,22,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,531.75,0.63,
2025-04-23,2025,4,23,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,911.58,1.08,
2025-04-24,2025,4,24,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,987.54,1.17,
2025-04-25,2025,4,25,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,1215.44,1.44,
2025-04-26,2025,4,26,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,1139.47,1.35,
2025-04-27,2025,4,27,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,607.72,0.72,
2025-04-28,2025,4,28,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,531.75,0.63,
2025-04-29,2025,4,29,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,531.75,0.63,
2025-04-30,2025,4,30,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,CUBA LIBRE,UND,0,911.58,1.08,
2025-04-01,2025,4,1,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1516.48,0.77,
2025-04-02,2025,4,2,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2599.68,1.32,
2025-04-03,2025,4,3,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2816.32,1.43,
2025-04-04,2025,4,4,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,1,3466.24,1.76,
2025-04-05,2025,4,5,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,3249.6,1.65,
2025-04-06,2025,4,6,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1733.12,0.88,
2025-04-07,2025,4,7,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1516.48,0.77,
2025-04-08,2025,4,8,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1240.76,0.63,
2025-04-09,2025,4,9,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2127.01,1.08,
2025-04-10,2025,4,10,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2304.26,1.17,
2025-04-11,2025,4,11,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2836.02,1.44,
2025-04-12,2025,4,12,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2658.77,1.35,
2025-04-13,2025,4,13,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1418.01,0.72,
2025-04-14,2025,4,14,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1240.76,0.63,
2025-04-15,2025,4,15,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1516.48,0.77,
2025-04-16,2025,4,16,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2599.68,1.32,
2025-04-17,2025,4,17,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2816.32,1.43,
2025-04-18,2025,4,18,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,1,3466.24,1.76,
2025-04-19,2025,4,19,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,3249.6,1.65,
2025-04-20,2025,4,20,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1733.12,0.88,
2025-04-21,2025,4,21,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1516.48,0.77,
2025-04-22,2025,4,22,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1240.76,0.63,
2025-04-23,2025,4,23,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2127.01,1.08,
2025-04-24,2025,4,24,Thursday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2304.26,1.17,
2025-04-25,2025,4,25,Friday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2836.02,1.44,
2025-04-26,2025,4,26,Saturday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2658.77,1.35,
2025-04-27,2025,4,27,Sunday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1418.01,0.72,
2025-04-28,2025,4,28,Monday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1240.76,0.63,
2025-04-29,2025,4,29,Tuesday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,1240.76,0.63,
2025-04-30,2025,4,30,Wednesday,ABRIL,8,BEBIDAS,19,COCTELES,,,DRY MARTINI,UND,0,2127.01,1.08,
